"IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS","STARS_imputed"
4530,2,8,1.12,0.65,54.1,0.53,257,194,0.99002,2.35,0.45,12.4,-2,9,1,0
4532,3,0.5,2.02,0.74,38.7,0.633,61,182,0.9953,2.97,1.73,10.5,1,8,1,0
4533,3,0.5,0.2,0.34,62.8,0.049,118,9,0.9922,2.07,1.88,7.2,-1,8,2,0
4535,3,9.8,0.14,0.81,53.4,0.21,75,189,0.98962,3.21,2.8,4.7,-1,7,1,0
4536,3,11.3,0.36,0.9,2.4,0.123,272,335,1.02078,3.21,2.18,14,1,12,3,0
4542,3,20.8,0.34,0.44,1.8,0.664,47,126,0.99124,2.96,0.37,18.8,0,9,2,0
4551,3,6.2,0.21,0.26,9.25,0.539,455,311,0.9945,3.05,0.37,11.4,0,9,1,0
4554,4,8.6,0.22,1.01,12.05,0.058,18,125,1.01076,4.3,0.35,9.4,0,7,2,0
4555,2,7.1,0.5,0.67,2,0.598,152,128,0.9917,3.19,1.21,15.8,-2,8,1,0
4564,0,1.9,2.765,1.29,2,0.502,6,172,0.99113,3.4,0.59,17,0,8,1,1
4572,2,7,2.09,0.08,12.8,0.249,10,153,0.96855,2.52,0.47,10,-1,8,1,0
4573,6,26.3,0.31,1.33,62.3,0.545,60,182,0.99795,2.95,0.39,13.4,2,9,4,0
4577,0,6.9,0.34,0.92,54.8,0.32,19,149,0.9925,3.54,1.88,10.8,-1,7,1,1
4579,6,15.2,0.64,1.11,28.3,0.44,57,153,0.94485,3.16,1.76,11.3,1,5,3,0
4583,3,8.1,0.2,0.28,23.5,0.1,180,31,0.99062,3.25,0.36,5.7,0,9,2,0
4584,6,6.3,0.23,0.87,26.8,0.427,105,482,1.03666,4.36,1.95,11.4,1,7,4,0
4596,3,4.5,0.325,0.49,60.9,0.049,53,217,0.996,3.16,0.4,10.4,-1,7,2,0
4599,4,5.7,0.1,0.34,26.3,0.135,251,100,0.99689,3.27,0.46,9.5,0,6,2,0
4607,4,6.2,0.35,1.24,18.1,0.069,33,158,0.96028,4.34,0.5,8.8,0,7,2,0
4609,0,11.7,1.2,1.74,21.7,0.09,20,47,0.99734,3.34,0.64,12.8,-1,12,1,1
4610,0,7.2,0.16,0.74,12.5,0.268,47,161,0.9981,3.04,0.44,8.7,0,8,1,1
4616,2,13.3,1.17,0.29,18.15,0.785,41,91,0.89928,3.3,0.76,8.7,-2,7,1,0
4617,3,17.6,0.425,1.49,13.1,0.459,163,241,1.04149,3.88,0.16,2.9,0,7,1,0
4633,4,0.2,1.54,1.25,12.4,0.114,234,155,0.90324,3.33,0.48,13.7,0,7,3,0
4638,3,7.8,0.25,0.41,3.7,0.042,89,371,0.9954,3.36,0.59,8,0,8,2,0
4641,3,6.9,0.62,0.89,70.35,0.003,257,189,0.99784,2.8,0.59,11.7,0,8,1,0
4653,7,7.3,1.1,0.42,54.4,0.388,288,325,0.9996,3.29,1.57,10.4,2,8,4,0
4655,4,6.7,1.05,0.39,70.1,0.023,64,40,0.99562,3.89,0.38,9.4,0,7,3,0
4659,0,7.9,0.66,1.52,2.3,0.474,63,86,0.92984,3.53,0.57,14.9,1,8,1,1
4669,0,15.5,0.25,0.56,2,0.056,20,124,0.9948,3.6,0.49,4,-1,8,1,1
4678,0,7,0.69,0.07,19,0.091,15,125,0.99572,3.38,1.1,4.9,0,8,1,1
4685,4,7,0.6,1.12,27.8,0.447,28,160,0.9954,2.49,0.46,9.8,1,8,2,0
4686,3,8.2,0.23,2.78,1.3,0.1,267,220,0.99141,2.99,0.36,9,0,9,2,0
4691,0,30.4,0.2,0.37,16.95,0.048,220,190,0.9995,3.7,0.42,6.7,-1,8,1,1
4695,4,1.4,0.4,1.73,13.5,0.224,47,140,0.94199,4.53,0.51,10.2,1,7,2,0
4698,3,7.3,0.19,0.38,124.8,0.057,617,51,0.99807,2.94,1.63,6.7,0,8,2,0
4700,6,5.7,1.25,0.28,4.7,0.027,221,71,0.98948,3.33,0.45,12.5,0,6,4,0
4711,3,5.5,0.2,0.09,40.5,0.15,18,370,1.00358,4.2,0.51,5,-1,6,2,0
4722,4,0.9,0.22,0.44,61.7,0.1,105,422,0.94593,3.45,1.46,6,0,8,3,0
4727,4,6.4,0.13,1.15,45.3,0.59,31,113,1.03165,3.54,0.51,10.3,-1,7,3,0
4756,6,6.5,0.33,0.49,27.9,0.036,110,88,1.01111,3.25,0.69,15,1,7,4,0
4762,0,7.1,0.16,0.38,29.3,0.043,34,337,1.01429,3.23,0.38,8.5,0,10,1,1
4763,3,27.1,3.18,0.78,6.4,0.094,54,200,0.99805,3.19,0.61,11.2,-1,7,2,0
4766,5,8.2,0.79,0.51,37.7,0.073,16,47,0.99594,3.4,1.61,11.3,0,9,4,0
4770,0,0.4,1.93,1.03,1.9,0.509,86,38,0.99518,2.91,0.85,9.8,0,9,1,1
4784,4,6.1,0.89,0.24,1.5,0.511,38,124,1.00477,3.94,0.42,12.4,-1,7,3,0
4791,3,7.7,1.04,0.3,24.4,0.407,25,197,0.9951,2.97,0.47,10.9,1,8,1,0
4795,5,6.5,1.08,0.24,8.35,0.112,25,131,0.99565,1.96,0.51,8.4,1,7,3,0
4799,0,7.2,0.21,1.24,14.5,0.275,306,311,0.9982,3.05,0.22,8.9,-1,8,1,1
4802,4,2.6,0.23,0.29,1.6,0.043,24,415,1.03506,3.12,0.9,10.4,0,8,3,0
4805,3,6.8,0.52,0.74,68,0.088,23,185,0.9928,4.39,0.39,12.2,0,8,2,0
4814,4,6.2,1.4,0.61,1,0.031,22,349,1.01801,3.24,0.27,17.3,1,7,2,0
4816,0,8,0.67,2.17,13.5,0.1,5,369,1.01598,3.37,0.91,13.8,0,9,1,1
4817,4,6.9,0.07,0.38,8.1,0.143,44,295,0.9958,3.26,0.49,9.8,0,7,2,0
4822,3,0.4,0.235,1.84,11.75,0.03,198,118,1.02852,3.04,0.9,9.4,0,6,1,0
4827,3,6.8,0.14,0.35,1.5,0.24,233,159,0.99111,1.93,0.06,6.6,-1,7,1,0
4833,5,6.3,0.25,0.3,22.4,0.014,138,122,0.994,3.21,0.61,0.2,0,8,4,0
4836,0,10.6,0.705,0.72,35.3,0.417,10,287,0.9964,3,1.59,9.5,1,8,1,1
4842,3,2.6,0.12,1.21,0.1,0.398,27,153,1.04149,3.29,0.41,13.5,0,7,1,0
4844,3,7,0.13,0.78,13.5,0.056,54,319,1.00696,4.73,0.68,4.2,0,7,1,0
4845,3,1.2,0.7,0.29,5,0.028,145,461,0.99076,2.39,0.88,15.3,-1,6,1,0
4849,4,7.6,0.91,0.76,48.8,0.04,545,322,0.9916,3.16,1.15,4.3,0,8,3,0
4850,0,6.5,0.93,0.33,29.3,0.042,50,58,0.99695,2.48,0.75,10.4,0,7,1,1
4860,4,6.5,0.18,0.7,3.5,0.462,43,17,1.02824,3.32,0.59,17.8,0,7,3,0
4863,3,8.9,0.57,0.26,55.8,0.081,55,89,0.9959,2.27,0.37,10.4,0,9,1,0
4871,4,6.2,0.74,0.29,17.3,0.047,45,220,0.96967,3.35,2.22,10,0,7,2,0
4878,3,7.8,0.645,1.41,5.5,0.086,6,30,0.98083,2.54,0.94,7,0,8,2,0
4881,3,2.6,0.69,0.98,40.4,0.629,29,142,1.00886,4.19,0.33,2.1,0,7,1,0
4888,4,14.9,0.16,1.53,49.4,0.514,261,153,0.9944,3.17,0.33,10.2,2,8,1,0
4900,6,8.6,0.23,0.03,19.7,0.302,17,48,1.04258,4.43,0.53,9.7,2,9,4,0
4906,4,2.2,0.3,0.95,48.5,1.065,49,159,0.97125,3.11,0.48,4.2,1,7,1,0
4909,0,13.1,0.2,0.24,66.8,0.07,54,78,1.00907,4,0.33,11,1,7,1,1
4916,4,1.4,0.2,0.32,1.6,0.11,174,578,1.01384,3.37,0.58,13.2,1,8,2,0
4918,5,7.9,1.29,1.85,45.25,0.033,231,100,0.99117,0.96,0.52,7.7,1,9,4,0
4926,3,6.9,0.23,1.48,15.5,0.001,54,146,0.9944,2.94,0.66,9.7,0,7,1,0
4928,3,0.8,0.66,1.86,34.5,0.1,443,242,0.99455,3.38,1.8,1.3,-1,7,1,0
4941,3,8.7,0.23,3.35,13.4,0.044,35,111,0.99975,3.34,0.47,8.8,0,9,1,0
4946,5,10.5,1.04,0.49,54.7,0.115,297,118,0.98346,3.34,1.3,13.1,0,6,3,0
4949,0,6.8,0.26,1.4,18,0.032,38,64,0.9939,3.42,1.2,10,0,7,1,1
4956,3,0.7,0.09,0.61,1.8,0.055,87,110,0.9796,2.12,0.44,6.2,0,8,1,0
4966,4,7.4,0.27,1.08,27.4,0.415,25,324,1.00513,2.97,0.51,11.9,0,8,3,0
4969,3,9.9,0.47,0.37,7.9,0.025,110,207,1.03211,2.93,0.37,19.4,0,9,1,0
4973,4,6.3,0.34,2.77,6.2,0.208,81,227,0.95046,3.29,0.44,9.9,0,7,2,0
4978,5,0.5,0.81,0.36,67.2,0.909,262,124,0.997,1.58,0.59,13.7,1,8,3,0
4982,2,5.4,0.37,0.76,4.2,0.1,243,368,1.0004,2.19,0.36,11.8,0,13,2,0
4985,4,13.7,0.26,1.37,18.7,0.034,39,134,0.9949,3.33,0.03,7.3,1,7,2,0
4991,4,4.7,0.305,0.9,1.75,0.173,17,723,1.00612,2.22,1.63,17.23333333,1,6,1,0
4998,3,4.7,1.34,0.36,14.6,0.048,35,419,0.9968,3.14,1.55,17.1,0,8,2,0
5000,3,6.8,0.11,1.12,57.9,0.315,252,104,0.99454,3.2,0.37,11.3,-1,7,1,0
5004,3,9,0.29,1.05,2.1,0.513,19,76,0.99001,2.62,0.59,12.1,0,10,2,0
5005,2,12.8,0.26,1.53,13.3,0.044,68,224,0.97179,3.18,3.89,9.5,-1,8,1,0
5011,4,7.3,0.38,0.23,13.5,0.251,18,149,0.99304,3.1,0.67,11.2,1,8,2,0
5016,0,6.6,0.74,0.65,2.6,0.087,13,252,1.00913,4.18,0.65,11,0,13,1,1
5018,3,8.7,1.33,0.34,45.8,0.018,91,372,0.99474,3.12,1.95,2.1,-1,9,3,0
5034,4,5.7,0.91,1.04,94.1,0.106,194,155,0.9927,2,0.18,16,0,7,2,0
5038,0,6.6,0.19,0.39,62,0.189,177,63,0.99171,3.16,0.38,10.5,0,8,1,1
5042,7,21.3,1.335,0.06,49,0.403,9,153,1.0217,3.03,1.25,10.2,2,6,3,0
5046,3,11.1,0.18,1.82,9.8,0.039,29,113,1.01384,3.11,0.45,10.9,0,7,1,0
5051,0,18.7,0.31,0.51,2.2,0.245,90,153,1.04545,2.19,0.93,9.8,0,12,1,1
5054,0,7,0.77,0.32,116,0.27,41,210,1.00696,2.81,0.59,12.9,0,7,1,1
5057,4,15,0.51,0.2,64.9,0.034,218,117,1.00473,3.62,0.43,10.1,0,7,3,0
5062,4,6.8,0.92,1.04,2.8,0.414,40,122,1.05133,3.06,2.91,10.4,0,7,2,0
5063,4,7.3,0.69,1.32,19.5,0.1,35,104,1.02626,4,0.51,9.2,1,8,2,0
5065,3,6,0.81,1.1,1.6,0.397,54,153,0.95206,3.62,0.32,10.7,0,6,1,0
5066,0,6.5,0.31,0.54,3.5,0.046,22,147,0.99024,3.15,0.31,6.2,-1,7,1,1
5076,3,0.5,0.12,0.42,2.8,0.375,84,137,0.9908,3.27,0.43,11.8,-1,7,1,0
5089,3,5.1,0.31,0.4,6.2,0.04,68,208,0.9953,2.92,0.1,6.6,-1,7,2,0
5092,3,6.9,0.3,1.85,10.5,0.637,24,189,0.99362,3.29,0.54,9.9,-2,7,2,0
5093,4,6.5,0.29,0.52,44,0.213,35,192,0.99551,3.16,0.51,13.5,0,7,3,0
5094,4,18.4,0.86,1.5,56.45,0.034,230,293,0.96214,3.91,0.31,10.8,0,9,3,0
5098,4,18.5,1.13,0.86,2.6,0.503,33,1,1.03607,4.15,0.56,2.2,0,7,2,0
5102,3,14.5,0.17,0.15,35,0.029,242,128,1.03021,3.37,0.64,10.7,-2,8,3,0
5112,5,7.8,0.15,0.92,1.4,0.056,21,705,0.9692,2.49,0.53,10.4,1,8,3,0
5117,3,9.6,0.36,0.38,13.5,0.061,212,33,0.98096,3.73,0.58,17.8,0,9,1,0
5127,3,8.1,1.63,1.46,45.3,0.596,54,364,0.997,3.85,2.54,9.8,0,9,2,0
5130,3,4.6,0.24,0.32,13.5,0.036,286,351,0.99097,2.71,0.44,5.25,-1,7,1,0
5131,2,4.1,0.68,1.51,2.2,0.095,21,471,1.04291,3.25,1.69,9.2,-1,9,1,0
5132,3,2.3,0.23,2.21,48.1,0.351,210,186,0.9991,3.22,0.59,4.2,0,8,2,0
5135,0,3.7,0.61,1.42,8.2,0.038,15,165,0.96021,4.11,0.75,6.6,0,7,1,1
5136,3,4.3,0.71,1.5,0.5,0.036,34,153,0.99519,1.93,0.39,5.7,0,8,1,0
5147,5,5.7,0.77,0.14,6.3,0.471,35,182,1.03872,3.11,1.08,9.25,1,6,2,0
5157,4,7.1,0.06,0.42,13.5,0.044,66,196,0.99562,3.98,0.48,7.1,0,7,2,0
5160,2,6.8,1.15,0.12,125.2,0.201,13,74,0.9958,4.2,0,10.4,-1,8,1,0
5165,0,6.4,1.57,0.2,6.6,0.054,10,94,1.00156,2.43,0.69,14.8,-1,8,1,1
5166,0,7.3,0.03,0.31,57.7,0.04,39,302,1.03273,3.19,0.51,11.4,0,8,1,1
5172,3,6.6,0.19,2.56,10.6,0.17,151,201,1.09428,2.96,0.38,10.4,-1,7,1,0
5173,3,13.5,0.28,0.35,1.6,0.082,36,114,0.9668,3.56,0.5,5.5,-1,6,1,0
5179,0,8.1,0.04,0.02,1.7,0.1,16,56,0.9968,3.9,0.03,9.3,0,9,1,1
5184,5,6.8,0.32,0.28,40.6,0.544,203,100,1.00208,3.08,0.47,12.4,1,7,3,0
5187,2,6.9,0.56,0.26,27.6,0.06,213,193,0.9969,1.73,0.59,3.2,-1,8,1,0
5191,3,16.6,0.19,0.17,5.1,0.034,306,531,0.9942,2.18,0.8,16.4,0,7,1,0
5193,0,3.2,0.43,1.82,28.4,0.617,217,552,0.9906,5.36,0.94,12.1,-1,8,1,1
5194,0,4.2,1.69,0.67,25.1,0.44,191,340,0.99412,3.15,0.49,13.7,0,7,1,1
5199,2,1.3,0.25,0.39,45.65,1.093,54,155,1.00576,3.92,0.59,9,-1,8,1,0
5212,0,6.9,0.59,0.24,23.5,0.992,115,499,0.98986,3.26,0.58,10,0,8,1,1
5213,3,6.4,0.43,0.17,116.8,0.593,235,161,0.99546,3.02,2.1,10.2,0,7,1,0
5224,3,7.2,0.23,0.39,14.2,0.36,49,113,1.01247,2.98,0.48,14.4,0,8,2,0
5226,3,8.8,3.61,0.24,2.4,0.067,10,25,0.9969,3.19,0.59,9.5,0,10,3,0
5239,4,17,0.21,0.68,2,0.344,276,138,0.99176,3.05,0.76,14.9,1,9,3,0
5252,4,6.2,2.69,0.93,30.3,0.1,55,204,0.99745,3.16,0.66,9.1,1,7,2,0
5264,0,7.4,0.67,0.1,64.9,0.97,12,48,0.99888,3.21,0.55,9.5,0,10,1,1
5266,2,7.5,0.35,1.33,17.2,0.1,49,552,0.90983,3.21,0.43,8.8,-2,6,1,0
5271,5,2.2,0.47,0.31,9,0.352,39,10,1.01867,3.1,0.5,9.2,1,8,3,0
5273,4,4.7,0.31,1.49,45,0.031,281,151,0.99755,3.36,0.82,12,0,7,2,0
5276,3,4.4,0.32,0.39,4.3,0.38,137,127,0.9375,3.46,0.36,12.8,-2,5,2,0
5278,4,6.3,0.29,0.81,4.7,0.04,1,18,0.9514,3.07,0.75,10.7,0,7,3,0
5281,2,8.1,2.55,0.63,12.3,0.049,50,531,0.9971,2.57,0.57,10.2,-1,9,1,0
5283,4,4.4,0.74,0.09,2,0.067,5,10,1.07201,3.97,0.57,11.8,0,9,3,0
5291,0,4.5,0.115,1.44,30.8,0.072,6,31,0.9986,3.23,0.56,10.1,2,10,1,1
5294,6,17.4,1.47,0.33,34.4,0.046,31,123,0.9983,3.85,0.4,4.6,2,7,3,0
5296,3,7.1,0.28,0.27,52.7,0.207,46,289,0.96754,3.92,0.59,12.5,0,8,2,0
5297,0,3.1,0.63,0.07,7.3,0.09,104,37,0.9979,3.28,0.76,13.7,0,8,1,1
5313,4,6.9,1.3,0.39,7.8,0.423,11,548,0.996,3.23,0.15,8.1,0,7,2,0
5314,3,6.2,0.5,0.12,1.8,0.539,279,416,0.9512,3.28,0.87,9.8,0,8,1,0
5321,3,2.8,1.41,0.3,44.5,0.241,60,153,1.01932,3.7,0.25,9.3,-1,7,2,0
5325,3,7.1,0.23,1.31,3.5,0.038,344,112,0.99157,4.18,0.37,18.16666667,-1,8,2,0
5326,0,4.4,2.81,0.27,60.8,0.169,63,344,0.99854,3.66,0.43,6.6,0,7,1,1
5328,4,6.3,1.04,0.37,1.5,0.024,12,76,0.98876,3.38,0.59,12.3,-1,7,3,0
5334,3,6.1,0.53,1.19,61,0.338,24,139,0.99528,4.85,0.68,16.5,0,7,1,0
5338,4,5.1,0,0.42,18.05,0.362,201,688,1.03881,4.23,1.19,13.8,1,8,2,0
5344,2,4.5,0.62,0.66,43.5,0.424,11,153,0.9964,3.15,0.66,4.5,-2,9,1,0
5348,0,6.8,0.57,2.12,69,0.072,32,210,0.9801,3.43,0.86,10.4,-1,7,1,1
5352,0,16.8,1.01,0.24,2,0.205,19,203,0.9917,3.72,0.74,18.7,0,6,1,1
5353,4,6,0.18,1.77,24,0.317,40,132,0.96953,1.88,0.62,10.8,0,6,2,0
5354,0,9.1,0.28,0.56,1.9,0.694,52,280,1.03272,3.3,1.55,10.4,1,9,1,1
5361,0,1.7,1.52,0.58,1.9,0.071,5,18,0.998,3.09,0.59,10,-1,13,1,1
5364,3,15.2,0.39,0.64,11.1,0.327,27,67,0.96609,3.05,1.14,16.4,1,8,1,0
5365,4,6.2,0.3,1.27,1.1,0.032,53,37,0.91579,2.97,0.42,11.3,0,7,2,0
5367,0,5.8,1.57,0.87,45.3,0.506,195,381,0.99378,2.67,0.59,11,-2,6,1,1
5379,4,5.2,0.34,0.39,1.4,0.098,3,7,1.01204,3.19,1.53,11.4,1,11,3,0
5382,3,7.1,0.12,0.84,41.7,0.276,489,94,1.01062,4.27,0.56,17,-1,7,2,0
5386,5,3.6,0.27,1.46,25.75,0.042,34,153,1.0002,2.96,0.5,4.6,1,8,3,0
5395,4,16.3,1.34,0.84,26.7,0.556,16,128,0.97468,3.34,0.58,15.9,0,6,2,0
5410,4,7.7,0.27,0.34,1.8,0.42,54,158,0.9911,2.99,0.48,10.4,1,8,2,0
5411,3,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.74,12.3,1,8,1,0
5416,5,3,0.16,0.28,56.55,1.208,132,78,1.0368,2.78,2.01,12.4,1,8,3,0
5424,4,12.4,0.3,0.25,11,0.052,53,247,0.9984,4.53,0.26,9.3,2,7,1,0
5426,3,7.5,0.88,1.33,6.5,0.626,53,501,1.06643,3.03,0.38,10.9,0,8,1,0
5428,0,0,0.65,0.12,38.9,0.303,119,10,1.0288,4.59,0.14,13.5,0,6,1,1
5430,5,6.4,0.21,0.32,14.9,0.1,36,162,0.96381,3.28,0.5,14.9,0,7,4,0
5433,0,1.6,0.32,0.13,8.25,0.288,14,441,0.96508,2.76,0.44,11.4,0,8,1,1
5437,3,6.1,0.15,0.34,40.6,0.035,80,83,1.04184,2.69,2.06,10.4,-1,7,2,0
5440,4,28.3,1.44,2.24,1.6,0.1,12,521,0.99008,3.13,0.52,12.2,1,6,1,0
5442,5,7.2,0.35,1.18,5.6,0.389,12,315,1.03236,2.93,2.95,4.4,1,8,3,0
5445,3,7.9,0.39,0.44,51.3,0.191,61,230,0.99505,3.54,0.4,11.8,0,7,1,0
5449,4,6.8,0.36,0.32,8.8,0.1,10,316,0.98844,2.7,0.67,8.5,0,7,2,0
5452,4,11.4,1.18,1.23,61.2,0.038,34,117,0.95734,3.36,0.59,13.9,0,7,2,0
5460,0,6.1,1.06,0.69,19.8,0.196,167,28,1.03251,3.98,0.73,16.2,-1,8,1,1
5461,2,7.1,1.93,2.02,7.1,0.284,28,426,1.02611,4.83,0.95,5.4,-1,8,1,0
5465,0,6.7,0.52,0.13,1.4,0.372,96,195,0.9937,3.52,0.54,9.4,-1,7,1,1
5467,4,6.8,0.98,0.35,2.3,0.042,16,85,0.94917,3.19,0.59,8.6,0,7,3,0
5471,4,7.9,0.38,1.63,8.6,0.7,20,72,0.98847,3.12,1.24,10.5,1,8,2,0
5474,0,6.8,0.19,2.4,4.9,0.047,199,60,0.99283,5.7,0.74,11,0,7,1,1
5475,3,14.8,1.51,0.66,8.5,0.036,46,579,1.02086,3.31,0.59,8.8,-1,7,2,0
5480,0,15.1,0.18,0.4,11.9,0.196,244,153,0.94624,2.67,0.93,22,-1,8,1,1
5481,3,7.4,0.3,0.3,5.2,0.053,45,163,1.03097,2.42,0.45,10.3,0,8,2,0
5484,0,6.5,0.66,0.36,38.1,0.323,28,310,0.99384,3.21,1.27,12.9,0,7,1,1
5494,6,0.6,0.16,0.34,31.9,0.029,26,90,0.96491,3.88,0.7,10.1,2,6,2,0
5495,0,11,0.01,0.5,1,0.127,63,493,0.99212,2.31,0.45,10.1,-1,7,1,1
5497,0,6.5,2.68,0.33,8.75,0.035,28,181,0.9962,2.93,0.27,10.7,0,8,1,1
5499,3,7.1,0.26,0.29,12.4,0.044,80,240,0.96428,3.04,0.42,9.2,-1,8,2,0
5507,0,6.2,0.51,1,7.1,0.403,195,201,1.03226,3.36,1.62,13.4,0,7,1,1
5510,3,7.6,0.88,1.31,20.4,0.523,68,143,0.9983,2.87,0.3,6,1,8,1,0
5515,0,6.5,0.14,0.64,36.2,0.322,12,291,0.9972,3.05,0.39,11.3,0,8,1,1
5516,2,14.1,1.87,0.55,8.7,0.038,49,495,1.01488,2.16,0.55,10.4,-2,8,1,0
5517,0,7.5,0.18,0.59,11.8,0.046,48,78,1.02617,2.7,1.13,5.7,-1,8,1,1
5524,4,8,0.22,0.31,48.7,0.049,24,398,1.02065,3.1,0.87,10.9,0,9,3,0
5530,6,7.8,0.53,0.25,54.8,0.076,17,31,1.00537,3.21,0.05,10,2,8,3,0
5534,3,5.9,0.73,0.95,33.2,0.03,40,377,0.92014,3.37,0.46,12.1,-1,6,1,0
5543,0,7.4,0.76,0.33,2,0.486,31,101,0.9931,2.81,0.74,9.9,0,8,1,1
5545,3,6.6,0.35,1.13,48.9,0.063,18,393,0.99099,3.1,3.78,9.4,0,7,1,0
5558,3,1.5,1.52,0.33,11.8,0.057,43,127,0.99693,3.67,0.34,10,0,8,2,0
5562,0,8.2,1.395,0.71,37.5,0.329,26,168,0.99212,3.47,0.46,12.66666667,0,5,1,1
5573,7,0.5,0.26,0.12,10.8,0.443,10,88,1.01617,3.08,0.69,7.9,2,7,4,0
5581,4,6.7,0.27,0.17,51.7,0.176,263,106,0.99288,4.27,0.43,6.8,0,8,3,0
5583,6,5.9,0.28,0.14,38.5,0.642,236,435,1.00608,4.55,0.44,12.8,1,6,3,0
5587,4,10.3,0.16,2.98,58.8,0.494,19,102,0.9894,3.21,0.41,8.2,-1,7,3,0
5589,2,7.9,1.42,0.18,39.35,0.381,13,106,1.00582,3.24,0.07,7.75,-1,9,1,0
5591,5,20.2,0.23,0.2,43.7,0.898,247,50,1.0015,3.15,0.06,12.6,1,11,4,0
5596,3,7.3,0.34,1.29,9.9,0.467,250,161,0.9937,3.51,0.28,11.2,0,8,1,0
5606,4,13.9,1.14,0.16,4.1,0.035,26,155,1.02338,3.25,0.84,9.3,0,8,3,0
5608,4,5.1,1.15,0.25,1.6,0.601,264,115,0.9921,3.39,0.05,10.9,1,7,2,0
5611,3,15.3,0.3,1.79,64.4,0.511,44,163,0.9895,2.75,1.4,15.1,-1,7,2,0
5612,4,7,0.31,0.3,13.3,0.028,46,300,0.99875,3.2,2.13,13.6,1,7,2,0
5614,4,6.5,0.26,0.32,0.8,0.028,36,153,0.99076,3.27,1.97,14.9,0,7,3,0
5620,4,11.2,0.345,1.92,1,0.068,43,143,1.03638,3.5,0.4,10.9,0,6,2,0
5623,5,6.2,1.115,1.22,1.9,0.036,89,117,0.98616,3.4,0.44,18.3,1,7,3,0
5624,3,12.8,0.61,1.07,38.5,0.09,185,87,0.99524,2.9,0.23,9.7,2,10,1,0
5626,5,17.4,0.27,0.46,9.7,0.048,89,133,0.9974,3.8,0.59,9.6,2,9,3,0
5633,0,8,0.22,1.11,3.7,0.044,45,163,0.97479,3.21,1.05,3.8,-2,9,1,1
5635,3,20.6,0.24,1.48,9.8,0.026,20,46,0.9974,4.19,1.39,10,-1,9,2,0
5640,4,6.6,1.54,0.07,1.3,0.1,32,472,0.9916,2.57,0.42,10.7,1,7,2,0
5643,3,7.6,0.36,0.48,50.4,0.205,112,153,0.98655,3.04,0.51,9.2,0,8,1,0
5644,6,6.8,0.31,0.3,8,0.028,37,122,0.99164,3.13,0.52,12.6,1,7,4,0
5653,5,6.2,0.37,0.42,42.5,0.036,15,70,0.96651,3.25,0.48,12.7,1,7,3,0
5663,4,7.1,0.22,2.36,13.5,0.51,181,153,0.99391,2.56,0.57,8.3,0,8,3,0
5664,5,0.7,0.13,0.8,50.9,0.047,65,134,1.08029,2.22,0.97,9.8,1,8,3,0
5667,3,3.6,0.16,0.29,1.8,0.122,201,117,0.98069,3.06,1.38,11.4,-1,7,1,0
5671,0,16.7,0.36,0.25,5.7,0.015,296,15,0.94047,3.7,0.59,12.1,0,8,1,1
5673,4,6.6,0.38,0.85,33,0.061,255,214,0.9976,4.08,0.56,7.7,0,7,2,0
5676,3,5.4,0.18,1.32,4.9,0.041,19,187,0.97276,3.42,0.4,9.4,-2,6,2,0
5678,2,0,0.01,0.54,2.7,0.105,5,133,0.9988,2.23,0.07,8.8,0,11,1,0
5698,2,7,0.18,0.34,39.3,0.125,12,136,0.9922,3.25,1.5,6.7,-1,8,1,0
5700,6,26,0.36,0.43,35.3,0.037,202,120,1.0277,4.33,0.69,10.6,1,7,4,0
5705,4,2.2,0.32,1.18,42.4,0.494,471,183,0.97229,4.51,0.43,10.9,0,7,2,0
5706,5,7,1.51,1.91,38.1,0.045,358,550,0.94178,2.99,0.59,10.8,2,8,2,0
5711,0,1.8,0.27,0.86,4.5,0.1,58,421,0.98956,2.92,0.31,12.6,0,6,1,1
5712,5,6.6,0.13,0.06,7.1,0.058,47,245,0.9946,3.15,1.46,8.7,1,7,3,0
5716,3,15.3,0.37,0.36,1,0.138,17,30,1.0311,4.22,1.92,10.4,-1,9,2,0
5719,3,7.3,0.19,1.27,9.7,0.057,136,153,0.99807,2.94,0.41,8.8,1,8,1,0
5725,2,10,0.02,1.89,27.25,0.1,127,151,0.9968,3.08,0.59,3.7,-1,8,1,0
5728,7,5,0.19,0.1,1.2,0.122,45,378,0.94762,2.11,0.91,14.2,2,8,4,0
5734,0,3,0.46,0.6,2.8,0.084,120,122,0.9984,4.4,0.56,9.8,-1,10,1,1
5735,4,0.9,0.2,0.69,29.1,0.45,37,375.5,0.96004,3.14,0.46,3.5,0,8,3,0
5743,3,6.6,1.02,0.36,52.3,0.028,57,330,0.99604,3.4,2.24,9.6,-1,7,1,0
5754,0,2.2,2.11,0.26,14.4,0.038,18,97,0.99477,3.36,0.46,10.4,-1,6,1,1
5755,3,14.1,0.81,0.67,31.3,0.1,16,58,0.9936,3.15,0.45,10.4,0,9,1,0
5756,4,8,0.42,0.91,2.5,0.1,40,210,0.99316,3.67,0.75,10,1,7,2,0
5766,3,3.1,2.12,0.8,13.5,0.158,131,167,0.97762,3.87,0.11,5,0,7,1,0
